student_id,week,assignment_submitted,submission_delay_days,short_text_submission
S2647,14,yes,0.0,I enjoyed exploring the different perspectives on this topic. I found the connections to previous material particularly helpful..
S2647,15,no,,
S2647,16,yes,0.0,I found this topic interesting and learned a lot from the research..
S2648,1,yes,1.0,The examples in class really helped me understand the concepts better..
S2648,2,yes,3.0,This connects well with what we studied in previous weeks..
S2648,3,no,,
S2648,4,yes,3.0,I applied what we learned to a real-world situation in my analysis..
S2648,5,yes,3.0,I completed the assignment based on the course materials..
S2648,6,yes,2.0,I followed the instructions and addressed all the requirements..
S2648,7,yes,0.0,I completed the assignment based on the course materials..
S2648,8,yes,1.0,I tried to apply the methods we discussed in class..
S2648,9,yes,5.0,I reviewed the readings and completed the analysis..
S2648,10,yes,1.0,I completed the assignment based on the course materials..
S2648,11,yes,3.0,I followed the guidelines..
S2648,12,yes,3.0,I turned in the assignment..
S2648,13,yes,2.0,I turned in the assignment..
S2648,14,no,,
S2648,15,no,,
S2648,16,no,,
S2649,1,no,,
S2649,2,yes,1.0,I think I understand the main concepts from this exercise..
S2649,3,yes,1.0,I tried to apply the methods we discussed in class..
S2649,4,yes,2.0,I followed the instructions and addressed all the requirements..
S2649,5,yes,0.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2649,6,yes,2.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2649,7,no,,
S2649,8,yes,0.0,I completed the assignment based on the course materials..
S2649,9,yes,1.0,I tried to apply the methods we discussed in class..
S2649,10,yes,0.0,This connects well with what we studied in previous weeks..
S2649,11,no,,
S2649,12,yes,1.0,I think I understand the main concepts from this exercise..
S2649,13,yes,0.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2649,14,yes,1.0,I think I understand the main concepts from this exercise..
S2649,15,yes,0.0,I followed the instructions and addressed all the requirements..
S2649,16,yes,0.0,I think I understand the main concepts from this exercise. I found the connections to previous material particularly helpful..
S2650,1,yes,0.0,This connects well with what we studied in previous weeks..
S2650,2,yes,0.0,This connects well with what we studied in previous weeks..
S2650,3,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2650,4,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2650,5,yes,1.0,This connects well with what we studied in previous weeks..
S2650,6,yes,2.0,I enjoyed exploring the different perspectives on this topic. I found the connections to previous material particularly helpful..
S2650,7,yes,0.0,This connects well with what we studied in previous weeks..
S2650,8,yes,0.0,The examples in class really helped me understand the concepts better..
S2650,9,no,,
S2650,10,yes,0.0,This connects well with what we studied in previous weeks. I found the connections to previous material particularly helpful..
S2650,11,yes,0.0,The examples in class really helped me understand the concepts better..
S2650,12,yes,0.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2650,13,yes,1.0,This connects well with what we studied in previous weeks..
S2650,14,yes,0.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2650,15,yes,1.0,I applied what we learned to a real-world situation in my analysis. I found the connections to previous material particularly helpful..
S2650,16,yes,3.0,I applied what we learned to a real-world situation in my analysis. I found the connections to previous material particularly helpful..
S2651,1,yes,0.0,This connects well with what we studied in previous weeks..
S2651,2,yes,1.0,The examples in class really helped me understand the concepts better..
S2651,3,yes,1.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2651,4,yes,0.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2651,5,yes,0.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2651,6,no,,
S2651,7,yes,1.0,The examples in class really helped me understand the concepts better..
S2651,8,yes,1.0,I found this topic interesting and learned a lot from the research..
S2651,9,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2651,10,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2651,11,yes,1.0,The examples in class really helped me understand the concepts better..
S2651,12,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2651,13,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2651,14,yes,1.0,This connects well with what we studied in previous weeks..
S2651,15,no,,
S2651,16,yes,0.0,I enjoyed exploring the different perspectives on this topic. I found the connections to previous material particularly helpful..
S2652,1,no,,
S2652,2,yes,2.0,The examples in class really helped me understand the concepts better..
S2652,3,no,,
S2652,4,no,,
S2652,5,yes,0.0,I think I understand the main concepts from this exercise..
S2652,6,yes,1.0,I reviewed the readings and completed the analysis..
S2652,7,yes,0.0,I think I understand the main concepts from this exercise..
S2652,8,yes,2.0,I reviewed the readings and completed the analysis..
S2652,9,yes,1.0,I reviewed the readings and completed the analysis..
S2652,10,yes,4.0,I tried to apply the methods we discussed in class..
S2652,11,yes,3.0,I submitted the work..
S2652,12,no,,
S2652,13,no,,
S2652,14,yes,2.0,I turned in the assignment..
S2652,15,no,,
S2652,16,no,,
S2653,1,yes,0.0,The examples in class really helped me understand the concepts better..
S2653,2,yes,0.0,This connects well with what we studied in previous weeks..
S2653,3,yes,0.0,This connects well with what we studied in previous weeks..
S2653,4,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2653,5,no,,
S2653,6,yes,2.0,I applied what we learned to a real-world situation in my analysis..
S2653,7,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2653,8,yes,1.0,I found this topic interesting and learned a lot from the research..
S2653,9,yes,0.0,I found this topic interesting and learned a lot from the research..
S2653,10,yes,2.0,I applied what we learned to a real-world situation in my analysis..
S2653,11,yes,0.0,This connects well with what we studied in previous weeks..
S2653,12,yes,0.0,I tried to apply the methods we discussed in class..
S2653,13,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2653,14,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2653,15,yes,0.0,This connects well with what we studied in previous weeks..
S2653,16,yes,0.0,The examples in class really helped me understand the concepts better..
S2654,1,yes,0.0,The examples in class really helped me understand the concepts better..
S2654,2,yes,1.0,The examples in class really helped me understand the concepts better..
S2654,3,yes,1.0,The examples in class really helped me understand the concepts better..
S2654,4,yes,0.0,I found this topic interesting and learned a lot from the research..
S2654,5,yes,1.0,I reviewed the readings and completed the analysis..
S2654,6,yes,0.0,I found this topic interesting and learned a lot from the research..
S2654,7,yes,2.0,I reviewed the readings and completed the analysis..
S2654,8,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2654,9,yes,2.0,This connects well with what we studied in previous weeks..
S2654,10,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2654,11,no,,
S2654,12,no,,
S2654,13,yes,0.0,The examples in class really helped me understand the concepts better..
S2654,14,no,,
S2654,15,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2654,16,yes,0.0,This connects well with what we studied in previous weeks..
S2655,1,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2655,2,yes,0.0,This connects well with what we studied in previous weeks..
S2655,3,yes,0.0,I found this topic interesting and learned a lot from the research..
S2655,4,yes,0.0,This connects well with what we studied in previous weeks..
S2655,5,yes,2.0,I completed the assignment based on the course materials..
S2655,6,no,,
S2655,7,yes,2.0,I followed the instructions and addressed all the requirements..
S2655,8,no,,
S2655,9,no,,
S2655,10,yes,4.0,I completed the assignment based on the course materials..
S2655,11,no,,
S2655,12,yes,0.0,I followed the guidelines..
S2655,13,yes,2.0,I followed the guidelines..
S2655,14,yes,3.0,I did the assignment as required..
S2655,15,yes,1.0,I completed what was asked for..
S2655,16,no,,
S2656,1,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2656,2,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2656,3,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2656,4,yes,0.0,I found this topic interesting and learned a lot from the research..
S2656,5,yes,1.0,I found this topic interesting and learned a lot from the research..
S2656,6,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2656,7,yes,0.0,I found this topic interesting and learned a lot from the research..
S2656,8,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2656,9,yes,1.0,This connects well with what we studied in previous weeks..
S2656,10,yes,0.0,The examples in class really helped me understand the concepts better..
S2656,11,yes,0.0,This connects well with what we studied in previous weeks. I found the connections to previous material particularly helpful..
S2656,12,no,,
S2656,13,yes,1.0,I enjoyed exploring the different perspectives on this topic. I found the connections to previous material particularly helpful..
S2656,14,yes,0.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2656,15,yes,0.0,This connects well with what we studied in previous weeks..
S2656,16,yes,0.0,This connects well with what we studied in previous weeks..
S2657,1,yes,0.0,I followed the instructions and addressed all the requirements..
S2657,2,yes,2.0,I tried to apply the methods we discussed in class..
S2657,3,yes,0.0,I reviewed the readings and completed the analysis..
S2657,4,no,,
S2657,5,yes,1.0,I think I understand the main concepts from this exercise..
S2657,6,yes,1.0,I followed the guidelines..
S2657,7,yes,0.0,I followed the guidelines..
S2657,8,yes,1.0,I followed the guidelines..
S2657,9,yes,0.0,I did the assignment as required..
S2657,10,yes,1.0,I think I understand the main concepts from this exercise..
S2657,11,yes,1.0,I completed the assignment based on the course materials..
S2657,12,no,,
S2657,13,yes,0.0,I followed the instructions and addressed all the requirements..
S2657,14,yes,0.0,I tried to apply the methods we discussed in class..
S2657,15,yes,2.0,I think I understand the main concepts from this exercise..
S2657,16,yes,1.0,I followed the instructions and addressed all the requirements..
S2658,1,yes,2.0,I completed what was asked for..
S2658,2,no,,
S2658,3,yes,0.0,I completed what was asked for..
S2658,4,yes,0.0,I followed the guidelines..
S2658,5,no,,
S2658,6,yes,0.0,I completed what was asked for..
S2658,7,yes,2.0,I submitted the work..
S2658,8,yes,1.0,I submitted the work..
S2658,9,yes,0.0,I submitted the work..
S2658,10,yes,1.0,I turned in the assignment..
S2658,11,no,,
S2658,12,yes,1.0,I followed the guidelines..
S2658,13,no,,
S2658,14,yes,0.0,I followed the guidelines..
S2658,15,yes,0.0,I followed the guidelines..
S2658,16,yes,0.0,I turned in the assignment..
S2659,1,yes,2.0,I submitted the work..
S2659,2,yes,1.0,I did the assignment as required..
S2659,3,yes,2.0,I turned in the assignment. I found the connections to previous material particularly helpful..
S2659,4,yes,3.0,I did the assignment as required..
S2659,5,yes,0.0,I did the assignment as required. I found the connections to previous material particularly helpful..
S2659,6,yes,1.0,I completed what was asked for..
S2659,7,no,,
S2659,8,yes,1.0,I completed what was asked for..
S2659,9,no,,
S2659,10,yes,1.0,I completed what was asked for..
S2659,11,yes,1.0,I completed what was asked for..
S2659,12,no,,
S2659,13,yes,2.0,I did the assignment as required..
S2659,14,yes,2.0,I followed the guidelines..
S2659,15,no,,
S2659,16,yes,1.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2660,1,yes,0.0,I completed the assignment based on the course materials..
S2660,2,yes,0.0,I followed the instructions and addressed all the requirements..
S2660,3,yes,2.0,I reviewed the readings and completed the analysis..
S2660,4,yes,0.0,I think I understand the main concepts from this exercise..
S2660,5,yes,2.0,I completed the assignment based on the course materials..
S2660,6,yes,1.0,I tried to apply the methods we discussed in class..
S2660,7,yes,2.0,I think I understand the main concepts from this exercise..
S2660,8,yes,0.0,I tried to apply the methods we discussed in class..
S2660,9,yes,0.0,I think I understand the main concepts from this exercise..
S2660,10,yes,1.0,I think I understand the main concepts from this exercise..
S2660,11,no,,
S2660,12,yes,0.0,I reviewed the readings and completed the analysis..
S2660,13,yes,2.0,I followed the instructions and addressed all the requirements..
S2660,14,yes,2.0,I completed the assignment based on the course materials..
S2660,15,yes,0.0,I tried to apply the methods we discussed in class..
S2660,16,yes,1.0,I followed the instructions and addressed all the requirements..
S2661,1,yes,0.0,I tried to apply the methods we discussed in class..
S2661,2,yes,0.0,I reviewed the readings and completed the analysis..
S2661,3,yes,1.0,I think I understand the main concepts from this exercise..
S2661,4,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2661,5,no,,
S2661,6,yes,1.0,I completed what was asked for..
S2661,7,no,,
S2661,8,yes,0.0,I tried to apply the methods we discussed in class..
S2661,9,no,,
S2661,10,yes,2.0,I tried to apply the methods we discussed in class..
S2661,11,yes,1.0,I followed the instructions and addressed all the requirements..
S2661,12,no,,
S2661,13,yes,1.0,I followed the instructions and addressed all the requirements..
S2661,14,yes,0.0,I reviewed the readings and completed the analysis..
S2661,15,yes,3.0,I tried to apply the methods we discussed in class..
S2661,16,yes,0.0,I tried to apply the methods we discussed in class..
S2662,1,no,,
S2662,2,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2662,3,yes,1.0,This connects well with what we studied in previous weeks..
S2662,4,yes,0.0,I found this topic interesting and learned a lot from the research..
S2662,5,yes,0.0,I reviewed the readings and completed the analysis..
S2662,6,yes,0.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2662,7,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2662,8,yes,0.0,This connects well with what we studied in previous weeks..
S2662,9,yes,1.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2662,10,yes,0.0,This connects well with what we studied in previous weeks..
S2662,11,yes,0.0,This connects well with what we studied in previous weeks..
S2662,12,yes,0.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2662,13,yes,2.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2662,14,no,,
S2662,15,yes,0.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2662,16,yes,0.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2663,1,no,,
S2663,2,yes,0.0,I found this topic interesting and learned a lot from the research..
S2663,3,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2663,4,yes,1.0,I found this topic interesting and learned a lot from the research..
S2663,5,yes,0.0,This connects well with what we studied in previous weeks..
S2663,6,yes,0.0,I found this topic interesting and learned a lot from the research..
S2663,7,yes,1.0,I found this topic interesting and learned a lot from the research..
S2663,8,yes,1.0,I found this topic interesting and learned a lot from the research..
S2663,9,yes,1.0,I found this topic interesting and learned a lot from the research..
S2663,10,yes,1.0,I think I understand the main concepts from this exercise..
S2663,11,yes,0.0,I found this topic interesting and learned a lot from the research..
S2663,12,yes,1.0,I reviewed the readings and completed the analysis..
S2663,13,yes,0.0,This connects well with what we studied in previous weeks..
S2663,14,yes,0.0,The examples in class really helped me understand the concepts better..
S2663,15,no,,
S2663,16,yes,0.0,The examples in class really helped me understand the concepts better..
S2664,1,yes,1.0,I followed the instructions and addressed all the requirements..
S2664,2,yes,1.0,I reviewed the readings and completed the analysis..
S2664,3,yes,3.0,I tried to apply the methods we discussed in class..
S2664,4,yes,1.0,I tried to apply the methods we discussed in class..
S2664,5,no,,
S2664,6,yes,0.0,I think I understand the main concepts from this exercise..
S2664,7,yes,0.0,The examples in class really helped me understand the concepts better..
S2664,8,no,,
S2664,9,no,,
S2664,10,no,,
S2664,11,yes,1.0,I followed the instructions and addressed all the requirements..
S2664,12,no,,
S2664,13,yes,1.0,I followed the instructions and addressed all the requirements..
S2664,14,yes,2.0,I tried to apply the methods we discussed in class..
S2664,15,yes,1.0,I think I understand the main concepts from this exercise..
S2664,16,yes,2.0,I completed the assignment based on the course materials..
S2665,1,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2665,2,no,,
S2665,3,yes,1.0,The examples in class really helped me understand the concepts better..
S2665,4,no,,
S2665,5,yes,0.0,I tried to apply the methods we discussed in class..
S2665,6,yes,1.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2665,7,no,,
S2665,8,yes,1.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2665,9,yes,0.0,I followed the instructions and addressed all the requirements..
S2665,10,yes,1.0,I followed the instructions and addressed all the requirements..
S2665,11,yes,2.0,I submitted the work..
S2665,12,yes,3.0,I submitted the work..
S2665,13,no,,
S2665,14,yes,4.0,I turned in the assignment..
S2665,15,no,,
S2665,16,yes,3.0,I did the assignment as required. I found the connections to previous material particularly helpful..
S2666,1,yes,0.0,The examples in class really helped me understand the concepts better..
S2666,2,yes,1.0,I found this topic interesting and learned a lot from the research..
S2666,3,yes,0.0,This connects well with what we studied in previous weeks..
S2666,4,no,,
S2666,5,yes,1.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2666,6,yes,0.0,I reviewed the readings and completed the analysis..
S2666,7,yes,1.0,I enjoyed exploring the different perspectives on this topic. I found the connections to previous material particularly helpful..
S2666,8,yes,0.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2666,9,yes,0.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2666,10,yes,1.0,I think I understand the main concepts from this exercise. I found the connections to previous material particularly helpful..
S2666,11,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2666,12,yes,0.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2666,13,yes,1.0,This connects well with what we studied in previous weeks..
S2666,14,yes,1.0,I followed the instructions and addressed all the requirements..
S2666,15,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2666,16,no,,
S2667,1,yes,1.0,I applied what we learned to a real-world situation in my analysis. I found the connections to previous material particularly helpful..
S2667,2,no,,
S2667,3,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2667,4,yes,0.0,This connects well with what we studied in previous weeks..
S2667,5,yes,0.0,The examples in class really helped me understand the concepts better..
S2667,6,yes,0.0,I found this topic interesting and learned a lot from the research..
S2667,7,yes,0.0,I applied what we learned to a real-world situation in my analysis. I found the connections to previous material particularly helpful..
S2667,8,yes,0.0,The examples in class really helped me understand the concepts better..
S2667,9,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2667,10,yes,2.0,This connects well with what we studied in previous weeks..
S2667,11,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2667,12,yes,1.0,I found this topic interesting and learned a lot from the research..
S2667,13,no,,
S2667,14,yes,1.0,I found this topic interesting and learned a lot from the research..
S2667,15,no,,
S2667,16,yes,0.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2668,1,yes,0.0,I found this topic interesting and learned a lot from the research..
S2668,2,yes,0.0,This connects well with what we studied in previous weeks..
S2668,3,yes,2.0,This connects well with what we studied in previous weeks..
S2668,4,yes,0.0,The examples in class really helped me understand the concepts better..
S2668,5,yes,0.0,I found this topic interesting and learned a lot from the research..
S2668,6,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2668,7,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2668,8,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2668,9,yes,0.0,I found this topic interesting and learned a lot from the research..
S2668,10,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2668,11,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2668,12,yes,0.0,This connects well with what we studied in previous weeks..
S2668,13,yes,1.0,This connects well with what we studied in previous weeks..
S2668,14,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2668,15,no,,
S2668,16,yes,0.0,The examples in class really helped me understand the concepts better..
S2669,1,yes,0.0,I completed the assignment based on the course materials..
S2669,2,yes,1.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2669,3,yes,0.0,I completed the assignment based on the course materials. I found the connections to previous material particularly helpful..
S2669,4,yes,0.0,I think I understand the main concepts from this exercise..
S2669,5,yes,1.0,I think I understand the main concepts from this exercise..
S2669,6,yes,0.0,I completed the assignment based on the course materials. I found the connections to previous material particularly helpful..
S2669,7,yes,0.0,I think I understand the main concepts from this exercise..
S2669,8,yes,3.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2669,9,yes,0.0,I reviewed the readings and completed the analysis..
S2669,10,yes,0.0,I completed the assignment based on the course materials..
S2669,11,yes,1.0,I followed the instructions and addressed all the requirements..
S2669,12,no,,
S2669,13,yes,1.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2669,14,yes,1.0,I completed the assignment based on the course materials..
S2669,15,yes,0.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2669,16,yes,0.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2670,1,yes,2.0,I applied what we learned to a real-world situation in my analysis..
S2670,2,no,,
S2670,3,no,,
S2670,4,yes,0.0,The examples in class really helped me understand the concepts better..
S2670,5,no,,
S2670,6,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2670,7,yes,0.0,I found this topic interesting and learned a lot from the research..
S2670,8,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2670,9,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2670,10,yes,0.0,I found this topic interesting and learned a lot from the research..
S2670,11,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2670,12,yes,0.0,This connects well with what we studied in previous weeks..
S2670,13,yes,3.0,The examples in class really helped me understand the concepts better..
S2670,14,yes,0.0,I found this topic interesting and learned a lot from the research..
S2670,15,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2670,16,yes,0.0,The examples in class really helped me understand the concepts better..
S2671,1,yes,1.0,I enjoyed exploring the different perspectives on this topic. I found the connections to previous material particularly helpful..
S2671,2,no,,
S2671,3,yes,1.0,I think I understand the main concepts from this exercise..
S2671,4,yes,0.0,I think I understand the main concepts from this exercise. I found the connections to previous material particularly helpful..
S2671,5,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2671,6,yes,0.0,The examples in class really helped me understand the concepts better..
S2671,7,yes,2.0,I enjoyed exploring the different perspectives on this topic..
S2671,8,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2671,9,yes,0.0,I completed the assignment based on the course materials..
S2671,10,yes,1.0,I completed the assignment based on the course materials..
S2671,11,yes,0.0,I tried to apply the methods we discussed in class..
S2671,12,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2671,13,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2671,14,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2671,15,no,,
S2671,16,yes,0.0,I reviewed the readings and completed the analysis..
S2672,1,yes,0.0,The examples in class really helped me understand the concepts better..
S2672,2,yes,0.0,The examples in class really helped me understand the concepts better..
S2672,3,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2672,4,no,,
S2672,5,yes,0.0,This connects well with what we studied in previous weeks..
S2672,6,yes,0.0,The examples in class really helped me understand the concepts better..
S2672,7,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2672,8,yes,0.0,The examples in class really helped me understand the concepts better..
S2672,9,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2672,10,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2672,11,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2672,12,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2672,13,yes,0.0,The examples in class really helped me understand the concepts better..
S2672,14,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2672,15,yes,0.0,This connects well with what we studied in previous weeks..
S2672,16,yes,0.0,I found this topic interesting and learned a lot from the research..
S2673,1,yes,0.0,I reviewed the readings and completed the analysis..
S2673,2,yes,1.0,I followed the instructions and addressed all the requirements..
S2673,3,yes,0.0,I reviewed the readings and completed the analysis..
S2673,4,yes,1.0,I followed the instructions and addressed all the requirements..
S2673,5,yes,0.0,I tried to apply the methods we discussed in class..
S2673,6,yes,0.0,I reviewed the readings and completed the analysis..
S2673,7,no,,
S2673,8,no,,
S2673,9,yes,0.0,I think I understand the main concepts from this exercise..
S2673,10,yes,0.0,I completed the assignment based on the course materials..
S2673,11,yes,0.0,I followed the instructions and addressed all the requirements..
S2673,12,yes,0.0,I think I understand the main concepts from this exercise..
S2673,13,yes,1.0,I tried to apply the methods we discussed in class..
S2673,14,no,,
S2673,15,yes,0.0,I reviewed the readings and completed the analysis..
S2673,16,yes,1.0,I think I understand the main concepts from this exercise..
S2674,1,yes,0.0,The examples in class really helped me understand the concepts better..
S2674,2,yes,0.0,I reviewed the readings and completed the analysis..
S2674,3,yes,0.0,I reviewed the readings and completed the analysis..
S2674,4,yes,4.0,I reviewed the readings and completed the analysis..
S2674,5,yes,1.0,I followed the instructions and addressed all the requirements..
S2674,6,no,,
S2674,7,yes,2.0,I think I understand the main concepts from this exercise..
S2674,8,yes,1.0,I think I understand the main concepts from this exercise..
S2674,9,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2674,10,yes,0.0,I reviewed the readings and completed the analysis..
S2674,11,yes,0.0,I think I understand the main concepts from this exercise..
S2674,12,no,,
S2674,13,yes,1.0,I think I understand the main concepts from this exercise..
S2674,14,yes,0.0,I found this topic interesting and learned a lot from the research..
S2674,15,yes,3.0,I followed the instructions and addressed all the requirements..
S2674,16,no,,
S2675,1,yes,0.0,The examples in class really helped me understand the concepts better..
S2675,2,yes,0.0,This connects well with what we studied in previous weeks..
S2675,3,no,,
S2675,4,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2675,5,yes,1.0,I followed the instructions and addressed all the requirements..
S2675,6,yes,1.0,I think I understand the main concepts from this exercise..
S2675,7,yes,1.0,I reviewed the readings and completed the analysis..
S2675,8,yes,3.0,I reviewed the readings and completed the analysis..
S2675,9,no,,
S2675,10,no,,
S2675,11,yes,0.0,I turned in the assignment..
S2675,12,no,,
S2675,13,no,,
S2675,14,no,,
S2675,15,no,,
S2675,16,yes,1.0,I followed the guidelines..
S2676,1,yes,0.0,This connects well with what we studied in previous weeks..
S2676,2,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2676,3,yes,0.0,This connects well with what we studied in previous weeks..
S2676,4,yes,0.0,I found this topic interesting and learned a lot from the research..
S2676,5,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2676,6,no,,
S2676,7,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2676,8,yes,0.0,This connects well with what we studied in previous weeks..
S2676,9,yes,0.0,I found this topic interesting and learned a lot from the research..
S2676,10,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2676,11,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2676,12,yes,2.0,This connects well with what we studied in previous weeks..
S2676,13,yes,0.0,This connects well with what we studied in previous weeks..
S2676,14,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2676,15,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2676,16,yes,1.0,This connects well with what we studied in previous weeks..
S2677,1,no,,
S2677,2,no,,
S2677,3,yes,2.0,I completed what was asked for..
S2677,4,yes,0.0,I think I understand the main concepts from this exercise..
S2677,5,no,,
S2677,6,yes,1.0,I completed the assignment based on the course materials..
S2677,7,yes,3.0,I did the assignment as required..
S2677,8,no,,
S2677,9,no,,
S2677,10,yes,2.0,I submitted the work..
S2677,11,yes,2.0,I reviewed the readings and completed the analysis..
S2677,12,yes,2.0,I completed the assignment based on the course materials..
S2677,13,no,,
S2677,14,no,,
S2677,15,no,,
S2677,16,yes,2.0,I tried to apply the methods we discussed in class..
S2678,1,yes,0.0,I found this topic interesting and learned a lot from the research..
S2678,2,yes,0.0,I found this topic interesting and learned a lot from the research..
S2678,3,yes,2.0,I applied what we learned to a real-world situation in my analysis..
S2678,4,yes,0.0,I found this topic interesting and learned a lot from the research..
S2678,5,yes,2.0,I found this topic interesting and learned a lot from the research..
S2678,6,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2678,7,yes,2.0,I applied what we learned to a real-world situation in my analysis..
S2678,8,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2678,9,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2678,10,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2678,11,yes,0.0,I found this topic interesting and learned a lot from the research..
S2678,12,no,,
S2678,13,yes,0.0,This connects well with what we studied in previous weeks..
S2678,14,yes,0.0,I found this topic interesting and learned a lot from the research..
S2678,15,yes,0.0,I tried to apply the methods we discussed in class..
S2678,16,no,,
